"gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"entrezgene_id"
"ENSG00000145632"	"PLK2"	"5"	57749809	57756087	"-"	10769
"ENSG00000160131"	"VMA21"	"X"	150564987	150577836	"+"	203547
"ENSG00000261210"	"CLEC19A"	"16"	19297061	19333467	"+"	NA
"ENSG00000182330"	"PRAMEF8"	"1"	13386646	13390765	"-"	391002
"ENSG00000154479"	"CCDC173"	"2"	170501935	170550943	"-"	129881
"ENSG00000165124"	"SVEP1"	"9"	113127531	113342160	"-"	79987
"ENSG00000129932"	"DOHH"	"19"	3490819	3500938	"-"	83475
"ENSG00000204501"	"PRAMEF9"	"1"	13421176	13428191	"+"	101929983
"ENSG00000204501"	"PRAMEF9"	"1"	13421176	13428191	"+"	653619
"ENSG00000204501"	"PRAMEF9"	"1"	13421176	13428191	"+"	645359
"ENSG00000204501"	"PRAMEF9"	"1"	13421176	13428191	"+"	441873
"ENSG00000204501"	"PRAMEF9"	"1"	13421176	13428191	"+"	343070
"ENSG00000149636"	"DSN1"	"20"	35380194	35402221	"-"	79980
"ENSG00000104835"	"SARS2"	"19"	39405906	39440495	"-"	54938
"ENSG00000110514"	"MADD"	"11"	47290712	47351582	"+"	8567
"ENSG00000168785"	"TSPAN5"	"4"	99391518	99579780	"-"	10098
"ENSG00000204495"	"PRAMEF13"	"1"	13447414	13452656	"-"	400736
"ENSG00000187672"	"ERC2"	"3"	55542336	56502391	"-"	26059
"ENSG00000100911"	"PSME2"	"14"	24612574	24616779	"-"	102465801
"ENSG00000100911"	"PSME2"	"14"	24612574	24616779	"-"	5721
"ENSG00000144362"	"PHOSPHO2"	"2"	170550975	170558218	"+"	493911
"ENSG00000075089"	"ACTR6"	"12"	100592900	100635643	"+"	64431
"ENSG00000073146"	"MOV10L1"	"22"	50528308	50600119	"+"	54456
"ENSG00000114279"	"FGF12"	"3"	191857184	192485553	"-"	2257
"ENSG00000204491"	"PRAMEF18"	"1"	13474689	13477522	"-"	391003
"ENSG00000164484"	"TMEM200A"	"6"	130686879	130764208	"+"	114801
"ENSG00000011243"	"AKAP8L"	"19"	15490859	15529952	"-"	26993
"ENSG00000204488"	"PRAMEF16"	"1"	13495254	13498260	"+"	654348
"ENSG00000256162"	"SMLR1"	"6"	131148546	131158275	"+"	100507203
"ENSG00000031698"	"SARS"	"1"	109756540	109780791	"+"	6301
"ENSG00000204252"	"HLA-DOA"	"6"	32971955	32977389	"-"	3111
"ENSG00000104313"	"EYA1"	"8"	72109668	72274467	"-"	2138
"ENSG00000114268"	"PFKFB4"	"3"	48555117	48599448	"-"	5210
"ENSG00000166049"	"PASD1"	"X"	150732094	150845211	"+"	139135
"ENSG00000127928"	"GNGT1"	"7"	93220885	93540577	"+"	2792
"ENSG00000255150"	"EID3"	"12"	104697517	104698980	"+"	493861
"ENSG00000175946"	"KLHL38"	"8"	124657767	124665190	"-"	340359
"ENSG00000158792"	"SPATA2L"	"16"	89762751	89768113	"-"	124044
"ENSG00000188659"	"FAM154B"	"15"	82555151	82577271	"+"	283726
"ENSG00000105825"	"TFPI2"	"7"	93514709	93520303	"-"	7980
"ENSG00000205281"	"GOLGA6L10"	"15"	82635130	82641706	"-"	101927601
"ENSG00000205281"	"GOLGA6L10"	"15"	82635130	82641706	"-"	100133220
"ENSG00000205281"	"GOLGA6L10"	"15"	82635130	82641706	"-"	647042
"ENSG00000205281"	"GOLGA6L10"	"15"	82635130	82641706	"-"	643707
"ENSG00000182580"	"EPHB3"	"3"	184279572	184300197	"+"	2049
"ENSG00000104537"	"ANXA13"	"8"	124693034	124749647	"-"	312
"ENSG00000153790"	"C7orf31"	"7"	25174316	25219975	"-"	136895
"ENSG00000075399"	"VPS9D1"	"16"	89773542	89787394	"-"	9605
"ENSG00000132837"	"DMGDH"	"5"	78293438	78531861	"-"	29958
"ENSG00000197978"	"GOLGA6L9"	"15"	82722223	82731338	"+"	101927658
"ENSG00000197978"	"GOLGA6L9"	"15"	82722223	82731338	"+"	101927601
"ENSG00000197978"	"GOLGA6L9"	"15"	82722223	82731338	"+"	100133220
"ENSG00000197978"	"GOLGA6L9"	"15"	82722223	82731338	"+"	647042
"ENSG00000197978"	"GOLGA6L9"	"15"	82722223	82731338	"+"	643707
"ENSG00000197978"	"GOLGA6L9"	"15"	82722223	82731338	"+"	440295
"ENSG00000171310"	"CHST11"	"12"	104849073	105155792	"+"	50515
"ENSG00000103534"	"TMC5"	"16"	19421818	19510435	"+"	79838
"ENSG00000030304"	"MUSK"	"9"	113431051	113563859	"+"	4593
"ENSG00000133030"	"MPRIP"	"17"	16945859	17120993	"+"	23164
"ENSG00000110080"	"ST3GAL4"	"11"	126225535	126310239	"+"	6484
"ENSG00000163673"	"DCLK3"	"3"	36753913	36781352	"-"	85443
"ENSG00000137500"	"CCDC90B"	"11"	82970139	82997450	"-"	60492
"ENSG00000184779"	"RPS17"	"15"	82821158	82824972	"-"	100505503
"ENSG00000184779"	"RPS17"	"15"	82821158	82824972	"-"	6218
"ENSG00000130032"	"PRRG3"	"X"	150863596	150874396	"+"	79057
"ENSG00000128626"	"MRPS12"	"19"	39421188	39423802	"+"	6183
"ENSG00000089558"	"KCNH4"	"17"	40308909	40333296	"-"	23415
"ENSG00000177383"	"MAGEF1"	"3"	184428156	184429836	"-"	64110
"ENSG00000180611"	"MB21D2"	"3"	192514604	192635950	"-"	151963
"ENSG00000011451"	"WIZ"	"19"	15532319	15560762	"-"	58525
"ENSG00000007062"	"PROM1"	"4"	15964699	16086001	"-"	8842
"ENSG00000213160"	"KLHL23"	"2"	170550998	170633499	"+"	100526832
"ENSG00000213160"	"KLHL23"	"2"	170550998	170633499	"+"	151230
"ENSG00000143126"	"CELSR2"	"1"	109792641	109818372	"+"	1952
"ENSG00000087303"	"NID2"	"14"	52471521	52535712	"-"	22795
"ENSG00000187775"	"DNAH17"	"17"	76419778	76573476	"-"	8632
"ENSG00000151247"	"EIF4E"	"4"	99792835	99851788	"-"	1977
"ENSG00000198121"	"LPAR1"	"9"	113635543	113800981	"-"	1902
"ENSG00000127252"	"HRASLS"	"3"	192958914	192995527	"+"	57110
"ENSG00000158805"	"ZNF276"	"16"	89786808	89807311	"+"	92822
"ENSG00000168016"	"TRANK1"	"3"	36868311	36986548	"-"	9881
"ENSG00000171133"	"OR2K2"	"9"	114089763	114090800	"-"	26248
"ENSG00000204486"	"PRAMEF21"	"1"	13516066	13526943	"+"	645425
"ENSG00000204486"	"PRAMEF21"	"1"	13516066	13526943	"+"	391001
"ENSG00000105605"	"CACNG7"	"19"	54412589	54447195	"+"	59284
"ENSG00000149639"	"SOGA1"	"20"	35405845	35492089	"-"	140710
"ENSG00000147378"	"FATE1"	"X"	150884507	150891666	"+"	89885
"ENSG00000157358"	"PRAMEF15"	"1"	13641973	13648988	"+"	101929983
"ENSG00000157358"	"PRAMEF15"	"1"	13641973	13648988	"+"	653619
"ENSG00000157358"	"PRAMEF15"	"1"	13641973	13648988	"+"	645359
"ENSG00000157358"	"PRAMEF15"	"1"	13641973	13648988	"+"	441873
"ENSG00000157358"	"PRAMEF15"	"1"	13641973	13648988	"+"	343070
"ENSG00000239789"	"MRPS17"	"7"	56019512	56024192	"+"	51373
"ENSG00000231389"	"HLA-DPA1"	"6"	33032346	33048552	"-"	3113
"ENSG00000142408"	"CACNG8"	"19"	54466294	54493469	"+"	59283
"ENSG00000105325"	"FZR1"	"19"	3506271	3538328	"+"	51343
"ENSG00000128578"	"STRIP2"	"7"	129074274	129128240	"+"	57464
"ENSG00000226560"	"C2"	"HSCHR6_MHC_MCF"	31942047	31989896	"+"	717
"ENSG00000105954"	"NPVF"	"7"	25264189	25268105	"-"	64111
"ENSG00000204481"	"PRAMEF14"	"1"	13668269	13673511	"-"	NA
"ENSG00000132718"	"SYT11"	"1"	155829300	155854990	"+"	23208
"ENSG00000130433"	"CACNG6"	"19"	54495542	54515923	"+"	59285
"ENSG00000070729"	"CNGB1"	"16"	57917503	58005020	"-"	1258
"ENSG00000204480"	"PRAMEF19"	"1"	13694889	13698405	"-"	645414
"ENSG00000204480"	"PRAMEF19"	"1"	13694889	13698405	"-"	391003
"ENSG00000050344"	"NFE2L3"	"7"	26191860	26226745	"+"	9603
"ENSG00000215749"	"GOLGA6L18"	"15"	82930438	82939159	"-"	643707
"ENSG00000204479"	"PRAMEF17"	"1"	13716092	13719089	"+"	391004
"ENSG00000146733"	"PSPH"	"7"	56078744	56119297	"-"	5723
"ENSG00000054118"	"THRAP3"	"1"	36690017	36770958	"+"	9967
"ENSG00000269190"	"FBXO17"	"19"	39432044	39466550	"-"	115290
"ENSG00000240204"	"SMKR1"	"7"	129142320	129152773	"+"	100287482
"ENSG00000259243"	"GOLGA6L19"	"15"	83011379	83018198	"-"	100133220
"ENSG00000176853"	"FAM91A1"	"8"	124780696	124827692	"+"	157769
"ENSG00000204478"	"PRAMEF20"	"1"	13736907	13747803	"+"	645425
"ENSG00000204478"	"PRAMEF20"	"1"	13736907	13747803	"+"	391001
"ENSG00000079819"	"EPB41L2"	"6"	131160487	131384462	"-"	2037
"ENSG00000162494"	"LRRC38"	"1"	13801445	13840543	"-"	126755
"ENSG00000134470"	"IL15RA"	"10"	5990855	6020150	"-"	3601
"ENSG00000196648"	"GOLGA6L20"	"15"	83098710	83108085	"+"	101927658
"ENSG00000196648"	"GOLGA6L20"	"15"	83098710	83108085	"+"	101927601
"ENSG00000196648"	"GOLGA6L20"	"15"	83098710	83108085	"+"	100133220
"ENSG00000196648"	"GOLGA6L20"	"15"	83098710	83108085	"+"	647042
"ENSG00000196648"	"GOLGA6L20"	"15"	83098710	83108085	"+"	643707
"ENSG00000196648"	"GOLGA6L20"	"15"	83098710	83108085	"+"	440295
"ENSG00000138385"	"SSB"	"2"	170648443	170668574	"+"	6741
"ENSG00000189068"	"VSTM1"	"19"	54544079	54567207	"-"	284415
"ENSG00000168229"	"PTGDR"	"14"	52734431	52743442	"+"	5729
"ENSG00000161243"	"FBXO27"	"19"	39481354	39523425	"-"	126433
"ENSG00000101342"	"TLDC2"	"20"	35504524	35522638	"+"	140711
"ENSG00000122566"	"HNRNPA2B1"	"7"	26229547	26241149	"-"	3181
"ENSG00000165626"	"BEND7"	"10"	13480484	13570974	"-"	222389
"ENSG00000143622"	"RIT1"	"1"	155867599	155881195	"-"	6016
"ENSG00000147465"	"STAR"	"8"	38001167	38008783	"-"	6770
"ENSG00000183862"	"CNGA2"	"X"	150906923	150913776	"+"	1260
"ENSG00000106459"	"NRF1"	"7"	129251555	129396922	"+"	4899
"ENSG00000162493"	"PDPN"	"1"	13909960	13944452	"+"	10630
"ENSG00000214193"	"SH3D21"	"1"	36771988	36790484	"+"	79729
"ENSG00000161091"	"MFSD12"	"19"	3538259	3574288	"-"	126321
"ENSG00000105122"	"RASAL3"	"19"	15562435	15575382	"-"	64926
"ENSG00000182774"	"RPS17L"	"15"	83205504	83209315	"-"	100505503
"ENSG00000182774"	"RPS17L"	"15"	83205504	83209315	"-"	6218
"ENSG00000119725"	"ZNF410"	"14"	74353320	74399214	"+"	57862
"ENSG00000248385"	"TARM1"	"19"	54573149	54584634	"-"	441864
"ENSG00000175324"	"LSM1"	"8"	38020839	38034248	"-"	27257
"ENSG00000136813"	"KIAA0368"	"9"	114122972	114247025	"-"	23392
"ENSG00000073150"	"PANX2"	"22"	50609160	50618723	"+"	56666
"ENSG00000134222"	"PSRC1"	"1"	109822178	109825808	"-"	84722
"ENSG00000146731"	"CCT6A"	"7"	56119323	56131682	"+"	908
"ENSG00000142694"	"EVA1B"	"1"	36787632	36789755	"-"	55194
"ENSG00000115839"	"RAB3GAP1"	"2"	135809835	135933964	"+"	22930
"ENSG00000178567"	"EPM2AIP1"	"3"	37027357	37034795	"-"	9852
"ENSG00000147381"	"MAGEA4"	"X"	151080981	151093642	"+"	4103
"ENSG00000182544"	"MFSD5"	"12"	53645035	53648189	"+"	84975
"ENSG00000147174"	"ACRC"	"X"	70798261	70833433	"+"	93953
"ENSG00000101347"	"SAMHD1"	"20"	35518632	35580246	"-"	25939
"ENSG00000170909"	"OSCAR"	"19"	54597933	54606000	"-"	126014
"ENSG00000161031"	"PGLYRP2"	"19"	15579456	15609767	"-"	114770
"ENSG00000006007"	"GDE1"	"16"	19513015	19533467	"-"	51573
"ENSG00000148702"	"HABP2"	"10"	115310596	115349361	"+"	3026
"ENSG00000156735"	"BAG4"	"8"	38034051	38070819	"+"	9530
"ENSG00000170638"	"TRABD"	"22"	50624344	50638027	"+"	80305
"ENSG00000196182"	"STK40"	"1"	36805225	36851497	"-"	83931
"ENSG00000183397"	"C19orf71"	"19"	3539152	3544028	"+"	100128569
"ENSG00000221986"	"MYBPHL"	"1"	109834987	109849663	"-"	343263
"ENSG00000079337"	"RAPGEF3"	"12"	48128455	48164823	"-"	10411
"ENSG00000164024"	"METAP1"	"4"	99916771	99983964	"+"	23173
"ENSG00000175857"	"GAPT"	"5"	57787262	57792917	"+"	202309
"ENSG00000116731"	"PRDM2"	"1"	14026693	14151574	"+"	7799
"ENSG00000111254"	"AKAP3"	"12"	4724674	4758213	"-"	10566
"ENSG00000159648"	"TEPP"	"16"	58010339	58022020	"+"	374739
"ENSG00000135476"	"ESPL1"	"12"	53662083	53687427	"+"	9700
"ENSG00000170906"	"NDUFA3"	"19"	54606036	54612564	"+"	4696
"ENSG00000187527"	"ATP13A5"	"3"	192992579	193096632	"-"	344905
"ENSG00000234196"	"ZBTB12"	"HSCHR6_MHC_MCF"	31943870	31946255	"-"	221527
"ENSG00000132680"	"KIAA0907"	"1"	155882834	155904191	"-"	22889
"ENSG00000223865"	"HLA-DPB1"	"6"	33043703	33054978	"+"	3115
"ENSG00000125384"	"PTGER2"	"14"	52781023	52795324	"+"	5732
"ENSG00000205754"	"SLCO1B7"	"12"	20968673	21245679	"+"	338821
"ENSG00000150471"	"LPHN3"	"4"	62066976	62944053	"+"	23284
"ENSG00000171954"	"CYP4F22"	"19"	15619304	15663128	"+"	126410
"ENSG00000103540"	"CCP110"	"16"	19535133	19564730	"+"	9738
"ENSG00000087301"	"TXNDC16"	"14"	52897308	53019240	"-"	57544
"ENSG00000085788"	"DDHD2"	"8"	38082736	38133076	"+"	23259
"ENSG00000187741"	"FANCA"	"16"	89803957	89883065	"-"	2175
"ENSG00000105619"	"TFPT"	"19"	54610320	54619055	"-"	29844
"ENSG00000173258"	"ZNF483"	"9"	114287439	114340124	"+"	158399
"ENSG00000166188"	"ZNF319"	"16"	58028572	58034357	"-"	57567
"ENSG00000214814"	"FER1L6"	"8"	124864227	125132302	"+"	654463
"ENSG00000134243"	"SORT1"	"1"	109852192	109940573	"-"	6272
"ENSG00000213780"	"GTF2H4"	"6"	30875961	30881883	"+"	2968
"ENSG00000163884"	"KLF15"	"3"	126061478	126076285	"-"	28999
"ENSG00000243570"	"CFB"	"HSCHR6_MHC_MCF"	31989874	31996308	"+"	629
"ENSG00000149571"	"KIRREL3"	"11"	126293254	126873355	"-"	84623
"ENSG00000132840"	"BHMT2"	"5"	78365540	78385289	"+"	23743
"ENSG00000115685"	"PPP1R7"	"2"	242088991	242123067	"+"	5510
"ENSG00000173080"	"RXFP4"	"1"	155911480	155912625	"+"	339403
"ENSG00000164983"	"TMEM65"	"8"	125324231	125384933	"-"	157378
"ENSG00000103005"	"USB1"	"16"	58033450	58055522	"+"	79650
"ENSG00000214575"	"CPEB1"	"15"	83211951	83317612	"-"	64506
"ENSG00000163885"	"CCDC37"	"3"	126113782	126155399	"+"	348807
"ENSG00000139180"	"NDUFA9"	"12"	4758261	4798454	"+"	4704
"ENSG00000156931"	"VPS8"	"3"	184529931	184770402	"+"	23355
"ENSG00000181817"	"LSM10"	"1"	36856839	36863493	"-"	84967
"ENSG00000197894"	"ADH5"	"4"	99992132	100009952	"-"	128
"ENSG00000186810"	"CXCR3"	"X"	70835766	70838367	"-"	2833
"ENSG00000180376"	"CCDC66"	"3"	56591189	56655846	"+"	285331
"ENSG00000106853"	"PTGR1"	"9"	114312002	114362135	"-"	22949
"ENSG00000064961"	"HMG20B"	"19"	3572775	3579086	"+"	10362
"ENSG00000152932"	"RAB3C"	"5"	57878048	58155213	"+"	115827
"ENSG00000204131"	"NHSL2"	"X"	71130938	71363424	"+"	340527
"ENSG00000204661"	"C5orf60"	"5"	179068545	179072047	"-"	285679
"ENSG00000143106"	"PSMA5"	"1"	109941653	109969062	"-"	5686
"ENSG00000168255"	"POLR2J3"	"7"	102178365	102213103	"-"	100134938
"ENSG00000168255"	"POLR2J3"	"7"	102178365	102213103	"-"	548644
"ENSG00000168255"	"POLR2J3"	"7"	102178365	102213103	"-"	246721
"ENSG00000168255"	"POLR2J3"	"7"	102178365	102213103	"-"	5439
"ENSG00000186591"	"UBE2H"	"7"	129470572	129592789	"-"	7328
"ENSG00000145040"	"UCN2"	"3"	48599160	48601206	"-"	90226
"ENSG00000116885"	"OSCP1"	"1"	36881428	36916086	"-"	127700
"ENSG00000242732"	"RGAG4"	"X"	71346958	71351758	"-"	340526
"ENSG00000136052"	"SLC41A2"	"12"	105196331	105352522	"-"	84102
"ENSG00000102287"	"GABRE"	"X"	151121596	151143152	"-"	574412
"ENSG00000102287"	"GABRE"	"X"	151121596	151143152	"-"	407009
"ENSG00000102287"	"GABRE"	"X"	151121596	151143152	"-"	2564
"ENSG00000204659"	"CBY3"	"5"	179105584	179107975	"-"	646019
"ENSG00000186529"	"CYP4F3"	"19"	15751707	15773635	"+"	4051
"ENSG00000179627"	"ZBTB42"	"14"	105266933	105271049	"+"	100128927
"ENSG00000059769"	"DNAJC25"	"9"	114393632	114432508	"+"	552891
"ENSG00000059769"	"DNAJC25"	"9"	114393632	114432508	"+"	548645
"ENSG00000134571"	"MYBPC3"	"11"	47352957	47374253	"-"	4607
"ENSG00000143028"	"SYPL2"	"1"	110009180	110024759	"+"	284612
"ENSG00000080839"	"RBL1"	"20"	35624752	35724398	"-"	5933
"ENSG00000244115"	"DNAJC25-GNG10"	"9"	114393666	114432509	"+"	552891
"ENSG00000130669"	"PAK4"	"19"	39616410	39673456	"+"	10298
"ENSG00000183665"	"TRMT12"	"8"	125463048	125474391	"+"	55039
"ENSG00000242616"	"GNG10"	"9"	114423615	114432526	"+"	2790
"ENSG00000128159"	"TUBGCP6"	"22"	50656118	50683421	"-"	85378
"ENSG00000170881"	"RNF139"	"8"	125486979	125500155	"+"	11236
"ENSG00000205238"	"SPDYE2"	"7"	102191679	102202755	"+"	442590
"ENSG00000205238"	"SPDYE2"	"7"	102191679	102202755	"+"	441273
"ENSG00000102996"	"MMP15"	"16"	58059470	58080805	"+"	4324
"ENSG00000076242"	"MLH1"	"3"	37034823	37107380	"+"	4292
"ENSG00000174238"	"PITPNA"	"17"	1421012	1466110	"-"	5306
"ENSG00000162650"	"ATXN7L2"	"1"	110026101	110035426	"+"	127002
"ENSG00000115414"	"FN1"	"2"	216225163	216300895	"-"	2335
"ENSG00000188505"	"NCCRP1"	"19"	39687601	39692524	"+"	342897
"ENSG00000077264"	"PAK3"	"X"	110187513	110470589	"+"	5063
"ENSG00000134954"	"ETS1"	"11"	128328656	128457453	"-"	2113
"ENSG00000179751"	"SYCN"	"19"	39693471	39694906	"-"	342898
"ENSG00000161610"	"HCRT"	"17"	40336078	40337470	"-"	3060
"ENSG00000099814"	"CEP170B"	"14"	105331617	105363107	"+"	283638
"ENSG00000197110"	"IFNL3"	"19"	39734246	39735646	"-"	282617
"ENSG00000127022"	"CANX"	"5"	179105629	179157926	"+"	821
"ENSG00000183709"	"IFNL2"	"19"	39759154	39760732	"+"	282616
"ENSG00000186204"	"CYP4F12"	"19"	15783567	15807984	"+"	66002
"ENSG00000174151"	"CYB561D1"	"1"	110036674	110045554	"+"	284613
"ENSG00000182393"	"IFNL1"	"19"	39786965	39789313	"+"	282618
"ENSG00000128011"	"LRFN1"	"19"	39797208	39805976	"-"	57622
"ENSG00000165181"	"C9orf84"	"9"	114448453	114557288	"-"	158401
"ENSG00000179598"	"PLD6"	"17"	17104309	17109629	"-"	201164
"ENSG00000134538"	"SLCO1B1"	"12"	21284136	21392180	"+"	10599
"ENSG00000147687"	"TATDN1"	"8"	125500726	125551699	"-"	83940
"ENSG00000167925"	"GHDC"	"17"	40340817	40346531	"-"	84514
"ENSG00000105808"	"RASA4"	"7"	102220093	102257204	"-"	100271927
"ENSG00000105808"	"RASA4"	"7"	102220093	102257204	"-"	10156
"ENSG00000103723"	"AP3B2"	"15"	83328033	83378666	"-"	8120
"ENSG00000181754"	"AMIGO1"	"1"	110046797	110052360	"-"	57463
"ENSG00000229363"	"NELFE"	"HSCHR6_MHC_MCF"	31996311	32003316	"-"	100302242
"ENSG00000229363"	"NELFE"	"HSCHR6_MHC_MCF"	31996311	32003316	"-"	7936
"ENSG00000151702"	"FLI1"	"11"	128556430	128683162	"+"	2313
"ENSG00000070761"	"C16orf80"	"16"	58147496	58163354	"-"	29105
"ENSG00000114270"	"COL7A1"	"3"	48601506	48632700	"-"	1294
"ENSG00000130755"	"GMFG"	"19"	39818993	39833012	"-"	9535
"ENSG00000178860"	"MSC"	"8"	72753784	72756703	"-"	9242
"ENSG00000103544"	"C16orf62"	"16"	19566562	19718115	"+"	57020
"ENSG00000156097"	"GPR61"	"1"	110082494	110091028	"+"	83873
"ENSG00000150672"	"DLG2"	"11"	83166055	85338966	"-"	1740
"ENSG00000091732"	"ZC3HC1"	"7"	129658126	129691291	"-"	51530
"ENSG00000148154"	"UGCG"	"9"	114659046	114697649	"+"	7357
"ENSG00000152518"	"ZFP36L2"	"2"	43449541	43453748	"-"	678
"ENSG00000242441"	"GTF2A1L"	"2"	48844937	48960287	"+"	11036
"ENSG00000070770"	"CSNK2A2"	"16"	58191811	58231824	"-"	1459
"ENSG00000105618"	"PRPF31"	"19"	54618837	54635140	"+"	26121
"ENSG00000116898"	"MRPS15"	"1"	36921319	36930038	"-"	64960
"ENSG00000065135"	"GNAI3"	"1"	110091233	110136975	"+"	2773
"ENSG00000146205"	"ANO7"	"2"	242127924	242164792	"+"	50636
"ENSG00000113448"	"PDE4D"	"5"	58264865	59817947	"-"	5144
"ENSG00000197893"	"NRAP"	"10"	115348475	115423886	"-"	4892
"ENSG00000104321"	"TRPA1"	"8"	72932152	72987852	"-"	8989
"ENSG00000177951"	"BET1L"	"11"	167784	207428	"-"	51272
"ENSG00000084453"	"SLCO1A2"	"12"	21417534	21572528	"-"	6579
"ENSG00000103021"	"CCDC113"	"16"	58265061	58317740	"+"	29070
"ENSG00000152527"	"PLEKHH2"	"2"	43864412	43995126	"+"	130271
"ENSG00000198099"	"ADH4"	"4"	100044808	100078949	"-"	127
"ENSG00000154803"	"FLCN"	"17"	17115526	17140502	"-"	201163
"ENSG00000134183"	"GNAT2"	"1"	110145889	110155679	"-"	2780
"ENSG00000161021"	"MAML1"	"5"	179159851	179223512	"+"	9794
"ENSG00000171942"	"OR10H2"	"19"	15838834	15839862	"+"	26538
"ENSG00000171936"	"OR10H3"	"19"	15852203	15853153	"+"	26532
"ENSG00000205678"	"TECRL"	"4"	65140975	65275186	"-"	253017
"ENSG00000116584"	"ARHGEF2"	"1"	155916630	155976861	"-"	9181
"ENSG00000172519"	"OR10H5"	"19"	15904761	15905892	"+"	284433
"ENSG00000004975"	"DVL2"	"17"	7128660	7137864	"-"	1856
"ENSG00000186723"	"OR10H1"	"19"	15917817	15918936	"-"	26539
"ENSG00000179134"	"SAMD4B"	"19"	39833036	39876350	"+"	55095
"ENSG00000213316"	"LTC4S"	"5"	179220981	179223648	"+"	4056
"ENSG00000106868"	"SUSD1"	"9"	114803065	114937688	"-"	64420
"ENSG00000124260"	"MAGEA10"	"X"	151301782	151307033	"-"	4109
"ENSG00000186115"	"CYP4F2"	"19"	15988833	16008930	"-"	8529
"ENSG00000182674"	"KCNB2"	"8"	73449626	73850584	"+"	9312
"ENSG00000070476"	"ZXDC"	"3"	126156444	126194762	"-"	79364
"ENSG00000179855"	"GIPC3"	"19"	3585551	3593539	"+"	126326
"ENSG00000101353"	"MROH8"	"20"	35729629	35807991	"-"	140699
"ENSG00000006638"	"TBXA2R"	"19"	3594504	3606838	"-"	6915
"ENSG00000172955"	"ADH6"	"4"	100123795	100140694	"-"	130
"ENSG00000088038"	"CNOT3"	"19"	54641444	54659419	"+"	4849
"ENSG00000147601"	"TERF1"	"8"	73921099	73960357	"+"	7013
"ENSG00000167703"	"SLC43A2"	"17"	1472561	1532180	"-"	124935
"ENSG00000204991"	"SPIRE2"	"16"	89884587	89937727	"+"	84501
"ENSG00000081148"	"IMPG2"	"3"	100941390	101039404	"-"	50939
"ENSG00000092098"	"RNF31"	"14"	24615892	24629870	"+"	55072
"ENSG00000166153"	"DEPDC4"	"12"	100597447	100660857	"-"	120863
"ENSG00000119535"	"CSF3R"	"1"	36931644	36948879	"-"	1441
"ENSG00000103023"	"PRSS54"	"16"	58313901	58328951	"-"	221191
"ENSG00000180998"	"GPR137C"	"14"	53019866	53104431	"+"	283554
"ENSG00000123349"	"PFDN5"	"12"	53689075	53693234	"+"	5204
"ENSG00000189337"	"KAZN"	"1"	14925200	15444539	"+"	23254
"ENSG00000011677"	"GABRA3"	"X"	151334706	151619830	"-"	2556
"ENSG00000181938"	"GINS3"	"16"	58328984	58440048	"+"	64785
"ENSG00000105298"	"CACTIN"	"19"	3610639	3626813	"-"	58509
"ENSG00000100429"	"HDAC10"	"22"	50683612	50689834	"-"	83933
"ENSG00000188076"	"SCGB1C1"	"11"	193080	194573	"+"	147199
"ENSG00000127920"	"GNG11"	"7"	93551011	93557922	"+"	2791
"ENSG00000147684"	"NDUFB9"	"8"	125551344	125580751	"+"	4715
"ENSG00000177947"	"ODF3"	"11"	196738	200261	"+"	113746
"ENSG00000066336"	"SPI1"	"11"	47376411	47400127	"-"	6688
"ENSG00000118705"	"RPN2"	"20"	35806813	35870022	"+"	6185
"ENSG00000119314"	"PTBP3"	"9"	114980715	115095947	"-"	9991
"ENSG00000171729"	"TMEM51"	"1"	15479028	15546976	"+"	55092
"ENSG00000121988"	"ZRANB3"	"2"	135894486	136288806	"-"	84083
"ENSG00000105829"	"BET1"	"7"	93592074	93633694	"-"	10282
"ENSG00000173757"	"STAT5B"	"17"	40351186	40428725	"-"	6777
"ENSG00000187758"	"ADH1A"	"4"	100197524	100212185	"-"	124
"ENSG00000166428"	"PLD4"	"14"	105391153	105399574	"+"	122618
"ENSG00000105617"	"LENG1"	"19"	54658899	54663620	"-"	79165
"ENSG00000204464"	"C1orf195"	"1"	15490840	15497813	"-"	727684
"ENSG00000171903"	"CYP4F11"	"19"	16023177	16045677	"-"	57834
"ENSG00000211584"	"SLC48A1"	"12"	48147699	48176536	"+"	55652
"ENSG00000145242"	"EPHA5"	"4"	66185281	66536213	"-"	2044
"ENSG00000138382"	"METTL5"	"2"	170666591	170681441	"-"	29081
"ENSG00000151704"	"KCNJ1"	"11"	128706210	128737268	"-"	3758
"ENSG00000147402"	"GABRQ"	"X"	151806637	151825999	"+"	NA
"ENSG00000116337"	"AMPD2"	"1"	110158726	110174673	"+"	271
"ENSG00000177963"	"RIC8A"	"11"	207511	215113	"+"	102465445
"ENSG00000177963"	"RIC8A"	"11"	207511	215113	"+"	60626
"ENSG00000122565"	"CBX3"	"7"	26240782	26252976	"+"	11335
"ENSG00000127249"	"ATP13A4"	"3"	193119866	193310900	"-"	84239
"ENSG00000165886"	"UBTD1"	"10"	99258625	99330966	"+"	80019
"ENSG00000186111"	"PIP5K1C"	"19"	3630181	3700477	"-"	23396
"ENSG00000165915"	"SLC39A13"	"11"	47428683	47438047	"+"	91252
"ENSG00000164692"	"COL1A2"	"7"	94023873	94060544	"+"	1278
